name,lastname1,lastname2,fullname,job_title,country,skills,university,company
Wanda,Wade,Thampy,Wanda Wade Thampy,Network Administrator,United States,R; SQL; Tableau,Massachusetts Institute of Technology,TechPro Inc.
Fustia,Castro,Thomas,Fustia Castro Thomas,Data Governance Analyst,Brazil,AWS; Azure; Terraform,Universidade de S�o Paulo,DevOps Masters
Andrea,Soto,Thomas,Andrea Soto Thomas,Robotics Engineer,Ireland,Hadoop; Spark; Python,University College Dublin,AIResearchLab
Abbie,Watkins,Thomas,Abbie Watkins Thomas,Devops Engineer,United Kingdom,Splunk; Wireshark; Nmap,University of Cambridge,AITech Solutions
Clara,Cano,Thomas,Clara Cano Thomas,Cloud Engineer,Spain,Python; Matlab; Pandas,Universidad Complutense de Madrid,Mobiliti Software
Kate,Martin,Thompson,Kate Martin Thompson,Data Engineering Specialist,Ireland,Docker; Kubernetes,University College Dublin,Technosoft Innovations
Pihla,Lampi,Thompson,Pihla Lampi Thompson,Systems Analyst,Finland,Cisco; Networking,Aalto University,CyberSec Advisors
Nataliya,Bozhko,Thomsen,Nataliya Bozhko Thomsen,Network Architect,Ukraine,SQL; Python; AWS; Docker,University of Kiev,Mobiliti Software
Gabrielle,Ma,Thomsen,Gabrielle Ma Thomsen,Cloud Architect,Canada,Swift; Kotlin; Flutter,University of Toronto,Intellitech Innovations
Diana,Steward,Thomsen,Diana Steward Thomsen,Data Governance Specialist,Ireland,React; Angular; Vue.js,University College Dublin,AITech Solutions
Jucemira,Santos,Thomsen,Jucemira Santos Thomsen,Cybersecurity Consultant,Brazil,Docker; Kubernetes,Universidade de S�o Paulo,DevOps Masters
Milodara,Konik,Thomsen,Milodara Konik Thomsen,Big Data Engineer,Ukraine,Qiskit; Cirq; Pennylane,University of Kiev,Technosoft Innovations
Iina,Ollila,Thomsen,Iina Ollila Thomsen,Quantum Computing Researcher,Finland,HTML; CSS,Aalto University,CyberSec Advisors
Zelmira,Lopes,Tikkanen,Zelmira Lopes Tikkanen,Systems Analyst,Brazil,React; Angular; Vue.js,Universidade de S�o Paulo,DevOps Masters
Prathiksha,Gugale,Tipparti,Prathiksha Gugale Tipparti,DevOps Engineer,India,Swift; Kotlin; Flutter,Indian Institute of Technology Delhi,AIResearchLab
Sophie,Harcourt,Tipparti,Sophie Harcourt Tipparti,Quantum Computing Specialist,Canada,ROS; Python; Control Theory,University of Toronto,Intellitech Innovations
Amelia,Clark,Titze,Amelia Clark Titze,Front-end Developer,Canada,HTML; CSS; JavaScript,University of Toronto,Intellitech Innovations
Yavdoha,Sinko,Tjessem,Yavdoha Sinko Tjessem,Network Administrator,Ukraine,HTML; CSS; JavaScript,University of Kiev,CyberShield Consulting
Lynn,Barnes,Toivonen,Lynn Barnes Toivonen,Product Owner,Australia,Collibra; Alation; Talend,University of Sydney,Commonwealth Bank
Susan,Fitzpatrick,Tokarevskiy,Susan Fitzpatrick Tokarevskiy,Cybersecurity Analyst,Ireland,Arduino; Raspberry Pi; C++,University College Dublin,BlockchainGuru
Vicki,Schmidt,Tokgz,Vicki Schmidt Tokgz,Quantum Computing Specialist,Australia,SQL; Oracle,University of Sydney,Commonwealth Bank
Geetha,Bhoja,Tomaevic,Geetha Bhoja Tomaevic,Cybersecurity Analyst,India,HTML; CSS; JavaScript,Indian Institute of Technology Delhi,GameDev Studios
Akshitha,Vernekar,Tomaevic,Akshitha Vernekar Tomaevic,Data Engineering Specialist,India,Solidity; Ethereum; Hyperledger,Indian Institute of Technology Delhi,Commonwealth Bank
Almuth,Jnger,Topaloglu,Almuth Jnger Topaloglu,UI/UX Designer,Germany,Python; TensorFlow; Scikit-learn,Technische Universit�t M�nchen,BlockchainGuru
Aurore,Menard,Topic,Aurore Menard Topic,Data Engineering Specialist,France,Cisco; Networking,Universit� Paris-Saclay,DataHub Analytics
Cathy,Wright,Torbjrnsen,Cathy Wright Torbjrnsen,Mobile App Developer,Ireland,Solidity; Ethereum; Hyperledger,University College Dublin,Mobiliti Software
Vilma,Roez,Torez,Vilma Roez Torez,Network Architect,Colombia,SQL; Python; AWS; Docker,University of the Andes,Ecopetrol
Prithvi,Chatterjee,Toro,Prithvi Chatterjee Toro,DevOps Engineer,India,Solidity; Ethereum; Hyperledger,Indian Institute of Technology Delhi,TechPro Inc.
Vicentina,da Mota,Toro,Vicentina da Mota Toro,DevOps Engineer,Brazil,Qiskit; Cirq; Pennylane,Universidade de S�o Paulo,DevOps Masters
Rosa,Lewis,Toro,Rosa Lewis Toro,Cloud Architect,United States,Network Security; Ethical Hacking; SQL; Python,Massachusetts Institute of Technology,TechPro Inc.
Rianna,Panishko,Torres,Rianna Panishko Torres,Embedded Systems Engineer,Ukraine,Collibra; Alation; Talend,University of Kiev,Mobiliti Software
Fieke,Burgmans,Trajkovic,Fieke Burgmans Trajkovic,DevOps Engineer,Netherlands,Matplotlib; Pandas; Azure; Power BI,Delft University of Technology,CyberShield Consulting
Valentina,Fernandez,Tremblay,Valentina Fernandez Tremblay,Machine Learning Scientist,France,Splunk; Wireshark; Kali Linux,Universit� Paris-Saclay,DataHub Analytics
Brooke,Moore,Tremblay,Brooke Moore Tremblay,Cloud Architect,New Zealand,Java; Spring Framework,University of Auckland,CyberSec Advisors
Victoria,Kennedy,Tripkovic,Victoria Kennedy Tripkovic,Web Developer,Australia,Cisco; Linux; Wireshark,University of Sydney,Commonwealth Bank
Svitozara,Rusanivskiy,Trnnes,Svitozara Rusanivskiy Trnnes,Game Developer,Ukraine,Python; Machine Learning,University of Kiev,Technosoft Innovations
Amalie,Madsen,Tuglu,Amalie Madsen Tuglu,Quantum Computing Specialist,Denmark,Splunk; Wireshark; Kali Linux,Technical University of Denmark,GameDev Studios
Ishana,Patil,Tuinman,Ishana Patil Tuinman,Quantum Computing Researcher,India,Cisco; Networking,Indian Institute of Technology Delhi,CyberSec Advisors
Lisa,Ruiz,Trkdogan,Lisa Ruiz Trkdogan,Network Administrator,United States,Hadoop; Spark; Python,Massachusetts Institute of Technology,TechPro Inc.
Praneetha,Gupta,Turner,Praneetha Gupta Turner,IoT Developer,India,Figma; Sketch; Adobe XD,Indian Institute of Technology Delhi,Technosoft Innovations
Judy,Barrett,Turner,Judy Barrett Turner,Product Manager,United States,Java; Spring Framework,Massachusetts Institute of Technology,TechPro Inc.
Monali,Kavser,Turner,Monali Kavser Turner,Mobile App Developer,India,React; Angular; Vue.js,Indian Institute of Technology Delhi,AITech Solutions
Barb,Lucas,Turner,Barb Lucas Turner,DevOps Engineer,United Kingdom,AWS; Azure; Terraform,University of Cambridge,AITech Solutions
Sarah,Curtis,Ttnc,Sarah Curtis Ttnc,Artificial Intelligence Specialist,United States,Agile; Scrum; User Research,Massachusetts Institute of Technology,TechPro Inc.
Tiffany,Jacobs,Uchil,Tiffany Jacobs Uchil,UI/UX Designer,United States,HTML; CSS; JavaScript,Massachusetts Institute of Technology,TechPro Inc.
Alzira,Porto,Ulloa,Alzira Porto Ulloa,Cybersecurity Consultant,Brazil,Network Security; Ethical Hacking; SQL; Python,Universidade de S�o Paulo,DevOps Masters
Irmela,Kruse,Unger,Irmela Kruse Unger,Artificial Intelligence Researcher,Germany,Python; Machine Learning,Technische Universit�t M�nchen,BlockchainGuru
Anna,Franklin,Urbina,Anna Franklin Urbina,IoT Developer,United Kingdom,PyTorch; TensorFlow; Natural Language Processing,University of Cambridge,AITech Solutions
Mara Luisa,Gaytn,Uribe,Mara Luisa Gaytn Uribe,Robotics Engineer,Mexico,Figma; Sketch; Adobe XD,Universidad Nacional Aut�noma de M�xico,Technosoft Innovations
Alice,Sullivan,Uroevic,Alice Sullivan Uroevic,Robotics Specialist,United Kingdom,SQL; Oracle,University of Cambridge,AITech Solutions
Josefa,Ibez,Uzelac,Josefa Ibez Uzelac,Serverless Architect,Spain,JavaScript; React,Universidad Complutense de Madrid,Mobiliti Software
Bharathy,Kumar,Valseth,Bharathy Kumar Valseth,Cloud Engineer,India,Python; TensorFlow; Scikit-learn,Indian Institute of Technology Delhi,BlockchainGuru
Juliana,Flores,Vargas,Juliana Flores Vargas,Web Developer,Poland,HTML; CSS; JavaScript,AGH University of Science and Technology,WebWorks Studio
Terri,Thompson,Vasquez,Terri Thompson Vasquez,Robotics Specialist,Australia,ROS; Arduino; Python,University of Sydney,Commonwealth Bank
Hannah,Roy,Vsquez,Hannah Roy Vsquez,Software Developer,Canada,PyTorch; TensorFlow; Natural Language Processing,University of Toronto,Intellitech Innovations
Neea,Aro,Vassbotn,Neea Aro Vassbotn,Artificial Intelligence Engineer,Finland,R; TensorFlow; Kubernetes; Jenkins,Aalto University,CyberSec Advisors
Abigail,Rose,Vatamanyuk,Abigail Rose Vatamanyuk,Quantum Computing Specialist,United States,ROS; Python; Control Theory,Massachusetts Institute of Technology,TechPro Inc.
Rozina,Koop,Vzquez,Rozina Koop Vzquez,Devops Engineer,Netherlands,Unity; Unreal Engine; C#,Delft University of Technology,CyberShield Consulting
Emily,Johansen,Veer,Emily Johansen Veer,IoT Developer,Denmark,AWS Lambda; Azure Functions; Google Cloud Functions,Technical University of Denmark,GameDev Studios
Mia,Fernandez,Vega,Mia Fernandez Vega,Software Developer,Spain,Java; Spring Framework,University of Barcelona,Zara
Sharlene,Fox,Velasco,Sharlene Fox Velasco,DevOps Engineer,Australia,Python; R,University of Sydney,Commonwealth Bank
Dorit,Lichtenberg,Vergara,Dorit Lichtenberg Vergara,Web Developer,Germany,Python; TensorFlow; Natural Language Processing,Technische Universit�t M�nchen,BlockchainGuru
Magdalena,Parra,Verhelst,Magdalena Parra Verhelst,Systems Analyst,Spain,Adobe Photoshop; Sketch,Universidad Complutense de Madrid,Mobiliti Software
Faith,Garrett,Verhovinec,Faith Garrett Verhovinec,Frontend Developer,Ireland,ROS; Arduino; Python,University College Dublin,Commonwealth Bank
Sham,Zakariassen,Vernekar,Sham Zakariassen Vernekar,Data Governance Specialist,Norway,Android Development; Kotlin; Azure; Power BI,University of Oslo,AIResearchLab
Lea,Pedersen,Vernekar,Lea Pedersen Vernekar,Front-end Engineer,Denmark,Docker; Kubernetes,Technical University of Denmark,GameDev Studios
Jess,Ortiz,Verspeek,Jess Ortiz Verspeek,Quantum Computing Researcher,Spain,R; TensorFlow; C++; Qt,Universidad Complutense de Madrid,Mobiliti Software
Vanusa,Martins,Vicente,Vanusa Martins Vicente,Machine Learning Scientist,Brazil,HTML; CSS,Universidade de S�o Paulo,DevOps Masters
Judy,Bell,Vidal,Judy Bell Vidal,Web Developer,United Kingdom,Splunk; Wireshark; Kali Linux,University of Cambridge,AITech Solutions
Katarzyna,Weidemann,Vidal,Katarzyna Weidemann Vidal,Cybersecurity Analyst,Germany,Splunk; Wireshark; Kali Linux,Technische Universit�t M�nchen,BlockchainGuru
Nadja,Maisch,Vidal,Nadja Maisch Vidal,Cloud Engineer,Germany,React; Angular; Vue.js,Technische Universit�t M�nchen,BlockchainGuru
Edita,Galushka,Vidal,Edita Galushka Vidal,Front-end Developer,Ukraine,Docker; Kubernetes; Ansible,University of Kiev,Commonwealth Bank
Eva,Legrand,Vieira,Eva Legrand Vieira,Data Engineering Specialist,France,Network Security; Ethical Hacking; SQL; Python,Universit� Paris-Saclay,DataHub Analytics
Evie,Lewis,Vieira,Evie Lewis Vieira,Data Scientist,New Zealand,SQL; Oracle,University of Auckland,DevOps Masters
Cristina,Delgado,Vieira,Cristina Delgado Vieira,Mobile App Developer,Spain,HTML; CSS,Universidad Complutense de Madrid,Mobiliti Software
Dilza,Melo,Vilotic,Dilza Melo Vilotic,Data Scientist,Brazil,ROS; Arduino; Python,Universidade de S�o Paulo,DevOps Masters
Morgane,Guillot,Vorland,Morgane Guillot Vorland,Blockchain Developer,France,Qiskit; Cirq; Pennylane,Universit� Paris-Saclay,DataHub Analytics
Diovanda,de Souza,Vucetic,Diovanda de Souza Vucetic,Embedded Systems Specialist,Brazil,Agile; Scrum; User Research,Universidade de S�o Paulo,DevOps Masters
Ana,Ortiz,Vucetic,Ana Ortiz Vucetic,Data Scientist,Spain,Network Security; Ethical Hacking; Kubernetes; Jenkins,Universidad Complutense de Madrid,Mobiliti Software
Eleanor,Fletcher,Wade,Eleanor Fletcher Wade,Artificial Intelligence Specialist,United Kingdom,R; TensorFlow; C++; Qt,University of Cambridge,AITech Solutions
Hilda,Soto,Wade,Hilda Soto Wade,Robotics Specialist,United States,Docker; Kubernetes; Ansible,Massachusetts Institute of Technology,TechPro Inc.
Ulrike,Oster,Wagensveld,Ulrike Oster Wagensveld,Penetration Tester,Germany,Matplotlib; Pandas; Azure; Power BI,Technische Universit�t M�nchen,BlockchainGuru
Christina,Nguyen,Wagner,Christina Nguyen Wagner,Full Stack Engineer,United States,R; TensorFlow; Kubernetes; Jenkins,Massachusetts Institute of Technology,TechPro Inc.
Loiraci,Duarte,Walker,Loiraci Duarte Walker,Cybersecurity Consultant,Brazil,R; SQL; Tableau,Universidade de S�o Paulo,DevOps Masters
Sharron,Obrien,Walker,Sharron Obrien Walker,Data Scientist,Ireland,R; TensorFlow; Kubernetes; Jenkins,University College Dublin,Technosoft Innovations
Sarah,Hernandez,Walker,Sarah Hernandez Walker,Cloud Engineer,United Kingdom,AWS Lambda; Azure Functions; Google Cloud Functions,University of Cambridge,AITech Solutions
Pihla,Pietila,Walker,Pihla Pietila Walker,Artificial Intelligence Researcher,Finland,R; TensorFlow; C++; Qt,Aalto University,CyberSec Advisors
Nolie,Leroy,Walker,Nolie Leroy Walker,DevOps Engineer,France,HTML; CSS; C++; Qt,Universit� Paris-Saclay,DataHub Analytics
Chlo,Van Poorten,Walker,Chlo Van Poorten Walker,Serverless Solutions Architect,Netherlands,JavaScript; React,Delft University of Technology,CyberShield Consulting
Annegret,Gtze,Walker,Annegret Gtze Walker,Artificial Intelligence Specialist,Germany,AWS; Azure; Terraform,Technische Universit�t M�nchen,BlockchainGuru
Elizabeth,Lam,Walker,Elizabeth Lam Walker,Front-end Developer,Canada,React; Angular; Vue.js,University of Toronto,Intellitech Innovations
Tracey,Herrera,Walker,Tracey Herrera Walker,Cloud Infrastructure Engineer,United States,Network Security; Ethical Hacking; SQL; Python,Massachusetts Institute of Technology,TechPro Inc.
Clara,Gagn,Walker,Clara Gagn Walker,Front-end Developer,Canada,HTML; CSS,University of Toronto,Intellitech Innovations
Eevi,Mikkola,Walker,Eevi Mikkola Walker,Blockchain Developer,Finland,Docker; Kubernetes,Aalto University,CyberSec Advisors
Isla,Ollila,Walker,Isla Ollila Walker,Software Developer,Finland,Python; R,Aalto University,CyberSec Advisors
Stacey,Knight,Walker,Stacey Knight Walker,Network Administrator,Australia,Figma; Sketch; Adobe XD,University of Sydney,Commonwealth Bank
Benta,Costa,Wallo,Benta Costa Wallo,UI/UX Designer,Brazil,Docker; Kubernetes; Ansible,Universidade de S�o Paulo,DevOps Masters
Rome,Ravensbergen,Walravens,Rome Ravensbergen Walravens,Data Scientist,Netherlands,PyTorch; TensorFlow; Natural Language Processing,Delft University of Technology,CyberShield Consulting
Karina,Schnberg,Wang,Karina Schnberg Wang,Robotics Specialist,Germany,SQL; Python; AWS; Docker,Technische Universit�t M�nchen,BlockchainGuru
Irma,Clark,Wang,Irma Clark Wang,Data Governance Analyst,Australia,SQL; Python; Node.js; MongoDB,University of Sydney,Commonwealth Bank
Katrina,Castillo,Wanvik,Katrina Castillo Wanvik,Cloud Architect,Australia,Node.js; Raspberry Pi; MQTT,University of Sydney,Commonwealth Bank
Erotildes,Freitas,Ward,Erotildes Freitas Ward,Frontend Developer,Brazil,Kali Linux; Metasploit; Burp Suite,Universidade de S�o Paulo,DevOps Masters
Friedericke,Mittermeier,Washington,Friedericke Mittermeier Washington,Software Developer,Germany,AWS; Azure; Terraform,Technische Universit�t M�nchen,BlockchainGuru
Saana,Lepisto,Watkins,Saana Lepisto Watkins,Cybersecurity Consultant,Finland,Qiskit; Cirq; Pennylane,Aalto University,CyberSec Advisors
Diana,Beck,Watson,Diana Beck Watson,Serverless Solutions Architect,Australia,Network Security; Ethical Hacking; Kubernetes; Jenkins,University of Sydney,Commonwealth Bank
Glafira,Sherstyuk,Watson,Glafira Sherstyuk Watson,Robotics Engineer,Ukraine,Unity; Unreal Engine; C#,University of Kiev,DataHub Analytics
Ingebjrg,Skog,Watson,Ingebjrg Skog Watson,IoT Developer,Norway,R; SQL; Tableau,University of Oslo,AIResearchLab
Antonia,Barrios,Weaver,Antonia Barrios Weaver,Machine Learning Engineer,Mexico,AWS; Azure; Terraform,Universidad Nacional Aut�noma de M�xico,Technosoft Innovations
Charlotte,Cooper,Webb,Charlotte Cooper Webb,Cybersecurity Analyst,New Zealand,ROS; Python; Control Theory,University of Auckland,AIResearchLab
Anna,Mller,Weber,Anna Mller Weber,Blockchain Developer,Austria,Matplotlib; Pandas; Azure; Power BI,University of Vienna,OMV
Arcelia,Bustos,Weiland,Arcelia Bustos Weiland,Product Owner,Mexico,Unity; Unreal Engine; C#,Universidad Nacional Aut�noma de M�xico,Technosoft Innovations
Silvia,Hernndez,West,Silvia Hernndez West,IoT Solutions Architect,Spain,Swift; Kotlin; Flutter,Universidad Complutense de Madrid,Mobiliti Software
Milagros,Bravo,White,Milagros Bravo White,Quantum Computing Specialist,Spain,Agile; Scrum; Product Roadmapping,Universidad Complutense de Madrid,Mobiliti Software
Yuliya,Shkabar,White,Yuliya Shkabar White,Cybersecurity Analyst,Ukraine,SQL; Python; AWS; Docker,University of Kiev,TechPro Inc.
Bernou,Hutten,White,Bernou Hutten White,Serverless Architect,Netherlands,Swift; Kotlin; Flutter,Delft University of Technology,CyberShield Consulting
Leah,Jennings,Wijnsma,Leah Jennings Wijnsma,DevOps Engineer,Ireland,Qiskit; Cirq; Pennylane,University College Dublin,GameDev Studios
Vanessa,Oliveira,Wildner,Vanessa Oliveira Wildner,Serverless Architect,Brazil,JavaScript; React,Universidade de S�o Paulo,DevOps Masters
Lola,Owens,Wilkens,Lola Owens Wilkens,Product Owner,United Kingdom,Adobe Photoshop; Sketch,University of Cambridge,AITech Solutions
Emily,Brown,Williams,Emily Brown Williams,Software Developer,Australia,HTML; CSS; C++; Qt,University of Sydney,Commonwealth Bank
Stefanie,Orth,Williams,Stefanie Orth Williams,Front-end Engineer,Netherlands,SQL; Python; Node.js; MongoDB,Delft University of Technology,CyberShield Consulting
Dinah,Schaaphok,Williams,Dinah Schaaphok Williams,Game Developer,Netherlands,Python; Matlab; Pandas,Delft University of Technology,CyberShield Consulting
Deborah,Hoffman,Williams,Deborah Hoffman Williams,Cloud Infrastructure Engineer,Ireland,R; TensorFlow; Kubernetes; Jenkins,University College Dublin,CyberShield Consulting
Clmence,Lopez,Williamson,Clmence Lopez Williamson,UI/UX Designer,France,SQL; Oracle,Universit� Paris-Saclay,DataHub Analytics
Brooklyn,Harrison,Willis,Brooklyn Harrison Willis,Blockchain Security Analyst,Australia,HTML; CSS,University of Sydney,Commonwealth Bank
Silata,Mogilnickiy,Willis,Silata Mogilnickiy Willis,Serverless Architect,Ukraine,Cisco; Linux; Wireshark,University of Kiev,AIResearchLab
Carrie,Caldwell,Wilson,Carrie Caldwell Wilson,Cloud Engineer,United States,ROS; Python; Control Theory,Massachusetts Institute of Technology,TechPro Inc.
